topic_no,title_x,title_y,articleType_x,articleType_y,score
393,How Brittany Maynard may change the right-to-die debate,Critical questions regarding assisted suicide and the terminally ill,Morning Mix,Letters to the Editor,4
393,How Brittany Maynard may change the right-to-die debate,Assisted suicide legislation faces key vote in D.C. Council,Morning Mix,D.C. Politics,8
393,How Brittany Maynard may change the right-to-die debate,Readers respond to articles about euthanasia and mockingbird calls,Morning Mix,Health & Science,2
393,How Brittany Maynard may change the right-to-die debate,Jerry Brown just signed right-to die-legislation in California. Here’s how we got here.,Morning Mix,The Fix,8
393,How Brittany Maynard may change the right-to-die debate,‘An act of kindness’: Medical aid-in-dying legislation advances in the District,Morning Mix,D.C. Politics,4
393,How Brittany Maynard may change the right-to-die debate,NPR host Diane Rehm emerges as key force in the right-to-die debate,Morning Mix,Local,4
393,How Brittany Maynard may change the right-to-die debate,"Californians gained the right to die, but the terminally ill who wanted it have to wait",Morning Mix,National,16
393,How Brittany Maynard may change the right-to-die debate,"Jahi McMath: Should government, hospital or family decide her fate?",Morning Mix,She The People,4
393,How Brittany Maynard may change the right-to-die debate,Maryland weighs ‘Death With Dignity’ legislation,Morning Mix,Maryland Politics,4
393,How Brittany Maynard may change the right-to-die debate,A humane way to end life,Morning Mix,The Post's View,4
393,How Brittany Maynard may change the right-to-die debate,Don’t let polarizing politics derail how we talk about death,Morning Mix,Opinions,16
393,How Brittany Maynard may change the right-to-die debate,What results from assisted-suicide laws,Morning Mix,Letters to the Editor,8
393,How Brittany Maynard may change the right-to-die debate,Let Brittany Maynard’s story spark a dialogue about the end of your life,Morning Mix,Opinions,16
393,How Brittany Maynard may change the right-to-die debate,Death: Who decides when it’s time to let go?,Morning Mix,She The People,16
393,How Brittany Maynard may change the right-to-die debate,D.C. assisted suicide law could be blocked under Trump’s budget,Morning Mix,D.C. Politics,16
393,How Brittany Maynard may change the right-to-die debate,Beyond Brittany Maynard: Who is choosing to die with dignity,Morning Mix,Wonkblog,16
393,How Brittany Maynard may change the right-to-die debate,A roundup of news from across the nation,Morning Mix,Politics,2
393,How Brittany Maynard may change the right-to-die debate,The role of John Rehm’s doctor in his death,Morning Mix,Letters to the Editor,4
393,How Brittany Maynard may change the right-to-die debate,D.C. is about to vote on physician-assisted death. Here’s why it’s dangerous.,Morning Mix,Acts of Faith,8
393,How Brittany Maynard may change the right-to-die debate,Should people with acute mental suffering be allowed to die?,Morning Mix,PostEverything,4
393,How Brittany Maynard may change the right-to-die debate,"Tourism to Switzerland for assisted suicide is growing, often for nonfatal diseases",Morning Mix,Health & Science,4
393,How Brittany Maynard may change the right-to-die debate,‘The Farewell Party’: Euthanasia and old-timers in Israel,Morning Mix,Movies,2
393,How Brittany Maynard may change the right-to-die debate,California adopts ‘right-to-die’ law allowing assisted suicide for terminally ill patients,Morning Mix,Post Nation,8
393,How Brittany Maynard may change the right-to-die debate,"After the death of Jack Kevorkian, a new public face of American assisted suicide",Morning Mix,Magazine,4
393,How Brittany Maynard may change the right-to-die debate,Euthanasia supporters and detractors,Morning Mix,Letters to the Editor,4
393,How Brittany Maynard may change the right-to-die debate,"As more hospices enroll patients who aren’t dying, questions about lethal doses arise",Morning Mix,Storyline,2
393,How Brittany Maynard may change the right-to-die debate,Beyond Brittany Maynard: Who is choosing to die with dignity,Morning Mix,Wonkblog,8
393,How Brittany Maynard may change the right-to-die debate,Meet the terminal cancer patient who stumped Hillary Clinton on death with dignity at CNN’s town hall,Morning Mix,Morning Mix,2
393,How Brittany Maynard may change the right-to-die debate,Europe’s sinister expansion of euthanasia,Morning Mix,Opinions,2
393,How Brittany Maynard may change the right-to-die debate,This video reignited the French debate about the right to die,Morning Mix,WorldViews,2
393,How Brittany Maynard may change the right-to-die debate,Writing about euthanasia demands precise language,Morning Mix,Letters to the Editor,2
393,How Brittany Maynard may change the right-to-die debate,A terminally ill woman had one rule at her end-of-life party: No crying,Morning Mix,Inspired Life,2
393,How Brittany Maynard may change the right-to-die debate,"World Digest: Feb. 6, 2015",Morning Mix,World,2
393,How Brittany Maynard may change the right-to-die debate,"At last, American psychiatrists speak out on euthanasia",Morning Mix,Opinion,4
393,How Brittany Maynard may change the right-to-die debate,What Belgium’s child euthanasia law means for America and the Constitution,Morning Mix,The Volokh Conspiracy,2
393,How Brittany Maynard may change the right-to-die debate,Maryland should adopt a death-with-dignity option for the terminally ill,Morning Mix,Opinions,4
393,How Brittany Maynard may change the right-to-die debate,Texas judge orders hospital to remove life support for pregnant brain-dead woman,Morning Mix,Politics,2
393,How Brittany Maynard may change the right-to-die debate,‘Death with dignity’ laws and the desire to control how one’s life ends,Morning Mix,Health & Science,8
393,How Brittany Maynard may change the right-to-die debate,"I wish my friends, and all terminal cancer patients, could decide whether to kill themselves",Morning Mix,PostEverything,16
393,How Brittany Maynard may change the right-to-die debate,‘Right to Try’ laws spur debate over dying patients’ access to experimental drugs,Morning Mix,Health & Science,2
393,How Brittany Maynard may change the right-to-die debate,"Brittany Maynard, as promised, ends her life at 29",Morning Mix,Morning Mix,4
393,How Brittany Maynard may change the right-to-die debate,When a friend asks you to help her die,Morning Mix,Opinions,2
393,How Brittany Maynard may change the right-to-die debate,Belgian lawmakers clash on extending euthanasia law to children,Morning Mix,World,2
393,How Brittany Maynard may change the right-to-die debate,"Peter Goodwin, aid-in-dying advocate, ends life at 83",Morning Mix,National,4
393,How Brittany Maynard may change the right-to-die debate,Assisted suicide law would endanger patients,Morning Mix,Letters to the Editor,2
393,How Brittany Maynard may change the right-to-die debate,"Cancer patient Brittany Maynard, scheduled to die Saturday, checked last item on ‘bucket list’",Morning Mix,Morning Mix,2
393,How Brittany Maynard may change the right-to-die debate,Vermont’s choices for the dying,Morning Mix,She The People,4
393,How Brittany Maynard may change the right-to-die debate,Atul Gawande on the ultimate end game,Morning Mix,On Leadership,4
393,How Brittany Maynard may change the right-to-die debate,"Brittany Maynard may wait to end her life, but, like others, she knows the time will come",Morning Mix,Morning Mix,4
393,How Brittany Maynard may change the right-to-die debate,Murder-suicide disturbing trend among the elderly,Morning Mix,She The People,2
393,How Brittany Maynard may change the right-to-die debate,2,Morning Mix,Morning Mix,2
393,How Brittany Maynard may change the right-to-die debate,The Brittany Maynard effect: How she is changing the debate on assisted dying,Morning Mix,Opinions,4
